wave,lnwage,sex,expf,expfsq,expp,exppsq,edyrs,colldeg,advdeg,msa,region,racehisp,union,govt,ind,occ,mgrocc,profocc,maleprofaer,wght
1981,2.6128604412078857,female,12,144,0,0,14,0,0,1,south,whitenh,0,0,professional,admin,0,0,0,24
1999,2.408839225769043,female,19,361,1,1,12,0,0,1,south,blacknh,0,1,education,building,0,0,0,0.6759999990463257
2011,3.8996005058288574,female,7,49,8,64,16,1,0,0,midwest,whitenh,0,0,professional,lawyer,0,1,1,32.60100173950195
1990,1.4037697315216064,female,8,64,1,1,4,0,0,1,south,whitenh,0,1,enterntainment,foodcare,0,0,0,1.0099999904632568
2009,2.929055690765381,female,10,100,3,9,16,1,0,0,northeast,whitenh,0,0,finance,business,1,0,0,15.039999961853027
1981,2.051450252532959,female,10,100,2,4,12,0,0,0,south,whitenh,0,0,retail,admin,0,0,0,6
1999,1.9527595043182373,female,8,64,14,196,12,0,0,0,south,blacknh,0,0,medical,building,0,0,0,16.10099983215332
1999,2.909203052520752,female,12,144,2,4,12,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,24.29599952697754
1990,1.602647066116333,female,7,49,3,9,14,0,0,0,west,whitenh,0,0,professional,admin,0,0,0,19.371000289916992
2009,2.99947452545166,female,6,36,3,9,14,0,0,0,south,whitenh,0,0,professional,admin,0,0,0,12.984999656677246
1999,3.746931552886963,female,16,256,0,0,16,1,0,1,midwest,whitenh,0,0,professional,sales,0,0,0,24.96299934387207
2009,3.1886115074157715,female,27,729,3,9,16,1,0,1,midwest,whitenh,0,0,finance,admin,0,0,0,28.816999435424805
2011,3.5674970149993896,female,8,64,3,9,16,1,0,0,midwest,whitenh,0,0,communications,managerial,1,0,0,18.15999984741211
2011,3.134657859802246,female,19,361,4,16,18,0,1,0,northeast,whitenh,1,1,education,legaleduc,0,1,0,7.980999946594238
2007,2.5570731163024902,female,19,361,3,9,12,0,0,0,midwest,whitenh,0,0,hospitality,foodcare,0,0,0,37.944000244140625
2011,3.4963536262512207,female,19,361,0,0,18,0,1,0,south,blacknh,0,1,admin,security,0,0,0,5.263000011444092
2007,3.0653815269470215,female,24,576,0,0,14,0,0,1,south,whitenh,0,0,wholesale,admin,0,0,0,26.506000518798828
2011,2.994154691696167,female,14,196,0,0,14,0,0,1,south,blacknh,0,0,finance,business,1,0,0,16.488000869750977
2009,2.65016508102417,female,12,144,5,25,13,0,0,1,midwest,blacknh,1,1,education,security,0,0,0,7.297999858856201
1990,1.5237385034561157,female,5,25,2,4,14,0,0,1,south,blacknh,0,1,medical,healthsupport,0,0,0,0.9210000038146973
1999,1.8578437566757202,female,4,16,24,576,12,0,0,0,south,blacknh,0,1,enterntainment,healthsupport,0,0,0,2.8459999561309814
2011,2.733367919921875,female,9,81,1,1,16,1,0,0,midwest,hisp,0,1,admin,socialworker,0,1,1,12.857000350952148
2009,3.1714718341827393,female,6,36,4,16,18,0,1,0,south,blacknh,0,0,professional,business,1,0,0,0.9070000052452087
2011,3.5599586963653564,female,19,361,8,64,18,0,1,1,south,whitenh,1,1,education,healthcare,0,1,1,41.10499954223633
2009,3.043595314025879,female,7,49,3,9,16,1,0,1,south,blacknh,0,0,retail,managerial,1,0,0,2.134999990463257
2009,3.507836103439331,female,28,784,5,25,18,0,1,0,midwest,whitenh,1,1,education,legaleduc,0,1,0,30.000999450683594
2007,3.4447340965270996,female,22,484,2,4,18,0,1,0,south,whitenh,0,1,admin,financial,1,0,0,26.792999267578125
2011,3.601868152618408,female,10,100,6,36,18,0,1,0,south,blacknh,0,1,admin,financial,1,0,0,1.3459999561309814
1981,2.670489549636841,female,25,625,5,25,12,0,0,1,northeast,whitenh,1,0,nondurables,production,0,0,0,42
2007,1.0173661708831787,female,4,16,11,121,12,0,0,1,south,blacknh,0,0,retail,admin,0,0,0,56.67499923706055
1999,2.6434998512268066,female,12,144,4,16,17,0,0,0,south,whitenh,0,0,enterntainment,sales,0,0,0,46.37900161743164
1990,2.1731109619140625,female,8,64,3,9,12,0,0,1,south,blacknh,0,0,education,foodcare,0,0,0,0.5239999890327454
2007,2.980536937713623,female,9,81,1,1,14,0,0,1,northeast,blacknh,1,1,admin,security,0,0,0,7.685999870300293
2007,2.442079782485962,female,2,4,5,25,18,0,1,1,west,whitenh,0,1,education,legaleduc,0,1,0,13.269000053405762
2011,3.074775457382202,female,5,25,7,49,12,0,0,0,west,hisp,0,1,medical,admin,0,0,0,32.7869987487793
2011,2.5401172637939453,female,14,196,2,4,14,0,0,1,south,blacknh,1,1,medical,healthcare,0,1,0,2.188999891281128
1990,3.0460903644561768,female,5,25,4,16,16,1,0,0,midwest,whitenh,1,0,medical,healthcare,0,1,1,12.76099967956543
2009,3.6658143997192383,female,19,361,6,36,17,1,0,0,west,whitenh,0,0,professional,architect,0,1,1,25.187000274658203
1981,2.889331817626953,female,9,81,2,4,14,0,0,1,northeast,blacknh,0,0,nondurables,admin,0,0,0,30
1999,2.920253038406372,female,23,529,0,0,12,0,0,0,midwest,whitenh,0,0,medical,healthcare,0,1,1,0
2011,2.9256885051727295,female,26,676,0,0,18,0,1,1,midwest,blacknh,0,0,finance,managerial,1,0,0,2.0409998893737793
1990,3.0948336124420166,female,16,256,0,0,14,0,0,1,northeast,whitenh,0,0,retail,financial,1,0,0,14.692000389099121
2009,3.214031457901001,female,4,16,3,9,16,1,0,0,south,whitenh,0,0,transport,managerial,1,0,0,16.634000778198242
1999,3.0625691413879395,female,22,484,2,4,14,0,0,1,west,blacknh,1,0,communications,admin,0,0,0,40.02399826049805
2011,2.9030227661132812,female,14,196,4,16,12,0,0,0,south,whitenh,0,0,durables,admin,0,0,0,27.733999252319336
2011,3.8246493339538574,female,22,484,0,0,18,0,1,1,northeast,whitenh,1,1,education,legaleduc,0,1,0,36.14500045776367
2007,2.8017380237579346,female,29,841,1,1,12,0,0,0,south,blacknh,0,0,medical,healthsupport,0,0,0,4.822000026702881
2009,3.214031457901001,female,7,49,4,16,16,1,0,0,south,whitenh,0,0,retail,sales,0,0,0,15.809000015258789
2011,2.6104698181152344,female,8,64,2,4,12,0,0,1,south,blacknh,1,1,hospitality,foodcare,0,0,0,1.878000020980835
2009,3.271430015563965,female,7,49,0,0,16,0,0,0,south,whitenh,0,0,finance,admin,0,0,0,2.184999942779541
1981,1.9385223388671875,female,2,4,5,25,12,0,0,0,south,whitenh,0,0,durables,production,0,0,0,15
1981,1.97111177444458,female,5,25,1,1,14,0,0,0,south,whitenh,0,0,medical,admin,0,0,0,13
2007,2.149252414703369,female,20,400,10,100,12,0,0,0,midwest,whitenh,0,0,retail,sales,0,0,0,24.913999557495117
2011,2.941760778427124,female,7,49,1,1,14,0,0,0,midwest,whitenh,0,1,education,socialworker,0,1,1,28.554000854492188
2011,3.730459451675415,female,7,49,3,9,16,1,0,1,south,whitenh,0,0,professional,managerial,1,0,0,30.08799934387207
1990,2.9830257892608643,female,16,256,3,9,17,1,0,1,midwest,blacknh,1,0,enterntainment,socialworker,0,1,1,2.9100000858306885
1999,2.547116756439209,female,15,225,2,4,14,0,0,1,south,whitenh,0,0,medical,healthcare,0,1,1,50.645999908447266
1981,3.238473415374756,female,14,196,1,1,12,0,0,1,midwest,whitenh,1,0,utilities,admin,0,0,0,32
1999,2.0486981868743896,female,23,529,1,1,13,0,0,0,south,whitenh,0,1,communications,legaleduc,0,1,1,0
2007,3.6377477645874023,female,13,169,4,16,16,1,0,1,south,whitenh,0,0,medical,healthcare,0,1,0,21.552000045776367
2011,2.4849066734313965,female,21,441,2,4,12,0,0,0,midwest,whitenh,0,1,wholesale,admin,0,0,0,28.466999053955078
2011,2.974033832550049,female,27,729,0,0,12,0,0,0,south,blacknh,0,1,admin,security,0,0,0,1.5299999713897705
1990,2.717360734939575,female,18,324,0,0,12,0,0,0,midwest,whitenh,1,0,durables,production,0,0,0,43.034000396728516
1990,2.325712203979492,female,9,81,1,1,12,0,0,0,midwest,whitenh,0,0,hospitality,managerial,1,0,0,34.152000427246094
2009,2.4544920921325684,female,34,1156,2,4,12,0,0,1,midwest,whitenh,0,0,retail,admin,0,0,0,56.558998107910156
2011,2.882403612136841,female,17,289,8,64,14,0,0,1,midwest,whitenh,0,0,medical,admin,0,0,0,27.204999923706055
1990,2.0560081005096436,female,5,25,2,4,14,0,0,0,midwest,whitenh,0,0,medical,production,0,0,0,35.637001037597656
1990,2.625330686569214,female,35,1225,0,0,12,0,0,0,midwest,whitenh,0,0,durables,admin,0,0,0,18.09600067138672
2009,2.975700855255127,female,13,169,2,4,15,0,0,1,south,blacknh,0,0,finance,managerial,1,0,0,4.824999809265137
2011,2.647425651550293,female,20,400,0,0,14,0,0,1,south,blacknh,0,1,retail,sales,0,0,0,2.364000082015991
1999,2.7395951747894287,female,4,16,1,1,16,0,0,0,south,whitenh,0,0,professional,production,0,0,0,18.481000900268555
1981,2.7882726192474365,female,25,625,5,25,14,0,0,0,west,whitenh,0,0,medical,admin,0,0,0,33
2011,2.657809019088745,female,11,121,2,4,16,1,0,0,midwest,whitenh,0,0,medical,admin,0,0,0,14.274999618530273
1981,2.800295114517212,female,2,4,5,25,16,0,0,0,midwest,whitenh,0,0,medical,healthcare,0,1,0,15
2011,1.3312345743179321,female,8,64,1,1,11,0,0,1,midwest,whitenh,0,0,enterntainment,production,0,0,0,16.347999572753906
1999,1.8300089836120605,female,16,256,0,0,12,0,0,0,south,blacknh,0,0,medical,foodcare,0,0,0,3.8269999027252197
1999,3.941898822784424,female,24,576,0,0,17,1,0,0,south,whitenh,0,1,admin,managerial,1,0,0,25.1200008392334
2007,3.7550101280212402,female,21,441,0,0,12,0,0,1,west,whitenh,0,0,professional,admin,0,0,0,5.515999794006348
1999,1.6690536737442017,female,24,576,0,0,13,0,0,1,south,blacknh,0,0,education,foodcare,0,0,0,9.866999626159668
1999,2.4519357681274414,female,5,25,2,4,14,0,0,1,midwest,whitenh,0,0,retail,admin,0,0,0,17.149999618530273
2009,2.833209753036499,female,4,16,1,1,12,0,0,1,west,blacknh,0,0,finance,admin,0,0,0,1.6670000553131104
1999,2.8947196006774902,female,26,676,0,0,12,0,0,0,south,blacknh,0,0,durables,production,0,0,0,8.300999641418457
1990,3.147092819213867,female,19,361,0,0,12,0,0,1,west,whitenh,0,0,miningconstruction,admin,0,0,0,19.048999786376953
2011,3.122025966644287,female,3,9,5,25,16,1,0,0,south,whitenh,0,0,communications,managerial,1,0,0,39.88199996948242
1990,2.436790704727173,female,15,225,0,0,7,0,0,1,south,blacknh,0,1,education,foodcare,0,0,0,1.6410000324249268
2011,3.3909409046173096,female,14,196,2,4,16,1,0,0,south,whitenh,0,0,finance,managerial,1,0,0,13.505000114440918
2009,2.3001925945281982,female,5,25,2,4,12,0,0,0,northeast,whitenh,0,0,retail,admin,0,0,0,1.809000015258789
1981,2.5286600589752197,female,6,36,1,1,13,0,0,1,south,whitenh,0,1,admin,admin,0,0,0,32
2007,3.362011671066284,female,33.80366516113281,1142.6877783259843,0.1963348388671875,0.03854736895300448,14,0,0,0,south,blacknh,0,0,professional,artist,0,1,1,1.3309999704360962
2011,4.062640190124512,female,8,64,5,25,17,1,0,0,south,whitenh,0,0,medical,healthcare,0,1,1,4.359000205993652
2007,3.8831543922424316,female,25,625,5,25,16,1,0,0,south,blacknh,0,1,admin,business,1,0,0,1.3519999980926514
2007,3.4857733249664307,female,6,36,0,0,18,0,1,1,south,whitenh,0,0,finance,managerial,1,0,0,22.340999603271484
2011,3.405651807785034,female,9,81,4,16,18,0,1,1,south,whitenh,1,1,education,scientist,0,1,1,39.457000732421875
1981,2.2444050312042236,female,11,121,2,4,12,0,0,0,midwest,whitenh,0,0,retail,sales,0,0,0,40
1981,2.0090909004211426,female,19,361,1,1,10,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,24
2011,3.0152769088745117,female,27,729,0,0,15,0,0,1,south,blacknh,0,0,medical,healthcare,0,1,1,1.6369999647140503
2007,3.492565870285034,female,9,81,4,16,17,1,0,1,west,blacknh,0,1,medical,managerial,1,0,0,5.006999969482422
1999,2.4207911491394043,female,1,1,0,0,12,0,0,1,midwest,whitenh,0,0,enterntainment,admin,0,0,0,24.55699920654297
1999,2.247804641723633,female,4,16,9,81,12,0,0,0,south,whitenh,0,0,retail,foodcare,0,0,0,20.617000579833984
2007,2.9946415424346924,female,10,100,5,25,16,1,0,0,midwest,whitenh,0,1,admin,admin,0,0,0,27.929000854492188
2007,3.135647773742676,female,10,100,0,0,17,1,0,1,south,whitenh,0,0,medical,healthcare,0,1,0,31.836999893188477
2011,2.223447799682617,female,5,25,3,9,18,0,1,1,south,whitenh,0,1,medical,scientist,0,1,1,15.859000205993652
2011,3.3344736099243164,female,3,9,5,25,14,0,0,1,south,blacknh,1,0,transport,transport,0,0,0,10.946999549865723
1990,2.35107421875,female,3,9,1,1,12,0,0,1,south,blacknh,0,0,medical,healthsupport,0,0,0,1.7059999704360962
2007,1.9539527893066406,female,4,16,2,4,13,0,0,0,south,hisp,0,1,medical,healthcare,0,1,1,14.982000350952148
2011,2.6430654525756836,female,22,484,0,0,14,0,0,0,south,blacknh,0,0,medical,healthsupport,0,0,0,3.0940001010894775
2011,2.1202635765075684,female,10,100,0,0,14,0,0,0,south,blacknh,0,0,medical,healthcare,0,1,1,2.0160000324249268
2007,2.642634153366089,female,4,16,4,16,16,1,0,0,south,blacknh,1,1,transport,admin,0,0,0,3.2190001010894775
2007,2.44572114944458,female,13,169,4,16,12,0,0,0,south,whitenh,0,1,hospitality,foodcare,0,0,0,19.827999114990234
1999,2.9615089893341064,female,8,64,8,64,16,1,0,1,west,whitenh,1,1,education,legaleduc,0,1,0,13.970000267028809
2011,2.0174062252044678,female,13,169,2,4,12,0,0,0,midwest,whitenh,0,1,transport,transport,0,0,0,28.875999450683594
2011,3.5195775032043457,female,21,441,0,0,13,0,0,1,south,whitenh,0,0,medical,healthcare,0,1,1,28.347000122070312
2007,2.4868791103363037,female,11,121,2,4,14,0,0,1,south,blacknh,0,0,hospitality,foodcare,0,0,0,0.6890000104904175
1999,4.4602813720703125,female,14,196,7,49,18,0,1,1,northeast,whitenh,0,0,medical,lawyer,0,1,1,21.378000259399414
2009,3.254068613052368,female,13,169,3,9,13,0,0,1,midwest,blacknh,1,1,transport,admin,0,0,0,5.932000160217285
2007,3.1600852012634277,female,31,961,6,36,16,1,0,1,south,blacknh,0,1,admin,legaleduc,0,1,1,9.973999977111816
2011,1.7118563652038574,female,21,441,1,1,12,0,0,1,west,hisp,0,0,medical,healthsupport,0,0,0,1.597000002861023
1990,3.025218963623047,female,19,361,0,0,12,0,0,0,northeast,whitenh,1,0,communications,admin,0,0,0,19.67799949645996
2007,3.260340929031372,female,29,841,0,0,12,0,0,1,midwest,whitenh,0,0,medical,admin,0,0,0,45.117000579833984
2011,2.1298329830169678,female,13,169,1,1,14,0,0,0,midwest,whitenh,0,0,retail,sales,0,0,0,5.815999984741211
1999,2.8802945613861084,female,14,196,7,49,12,0,0,0,south,othernh,0,0,finance,sales,0,0,0,3.0220000743865967
1990,2.5337841510772705,female,18,324,1,1,10,0,0,0,south,whitenh,0,0,retail,sales,0,0,0,20.989999771118164
1999,3.343055009841919,female,25,625,0,0,15,0,0,1,south,blacknh,0,1,education,managerial,1,0,0,2.7330000400543213
1990,1.8226001262664795,female,19,361,1,1,12,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,26.107999801635742
2011,3.0742945671081543,female,8,64,5,25,16,1,0,1,south,whitenh,0,1,education,legaleduc,0,1,0,25.78499984741211
2011,3.1075332164764404,female,15,225,0,0,12,0,0,0,northeast,whitenh,0,0,nondurables,admin,0,0,0,20.059999465942383
2007,1.9947140216827393,female,14.847343444824219,220.4436073685647,0.15265655517578125,0.023304023838136345,12,0,0,0,south,blacknh,0,0,enterntainment,production,0,0,0,3.2190001010894775
2009,2.623617172241211,female,2,4,4,16,16,1,0,1,midwest,whitenh,0,0,enterntainment,socialworker,0,1,1,30.659000396728516
1990,3.291764736175537,female,15,225,0,0,12,0,0,1,west,whitenh,0,0,retail,business,1,0,0,17.819000244140625
2011,2.2512917518615723,female,17,289,0,0,12,0,0,1,south,blacknh,0,0,medical,foodcare,0,0,0,17.198999404907227
2011,2.3688504695892334,female,7,49,1,1,15,0,0,0,south,whitenh,1,0,nondurables,transport,0,0,0,22.150999069213867
1990,2.354884386062622,female,2,4,2,4,14,0,0,1,midwest,blacknh,0,0,wholesale,admin,0,0,0,4.9629998207092285
2009,3.012157917022705,female,32,1024,6,36,13,0,0,1,west,othernh,0,0,enterntainment,admin,0,0,0,20.975000381469727
2009,3.162874460220337,female,32,1024,0,0,9,0,0,1,west,whitenh,0,0,durables,production,0,0,0,33.93899917602539
1990,2.9563941955566406,female,9,81,2,4,12,0,0,1,south,blacknh,0,1,medical,healthcare,0,1,1,2.0950000286102295
2007,2.3086118698120117,female,7,49,1,1,12,0,0,0,south,blacknh,0,0,medical,foodcare,0,0,0,5.854000091552734
2011,3.259697914123535,female,18,324,0,0,16,1,0,0,south,blacknh,0,0,admin,admin,0,0,0,1.409999966621399
1999,3.423105001449585,female,9,81,7,49,12,0,0,1,midwest,whitenh,1,0,durables,production,0,0,0,23.697999954223633
1999,2.4583113193511963,female,21,441,7,49,12,0,0,1,south,blacknh,0,1,admin,admin,0,0,0,0.8169999718666077
2009,2.965463161468506,female,10,100,17,289,16,1,0,1,west,whitenh,0,0,medical,healthcare,0,1,0,24.6299991607666
2011,1.6011390686035156,female,7,49,1,1,14,0,0,1,south,blacknh,1,1,medical,healthsupport,0,0,0,2.3929998874664307
2011,3.7321555614471436,female,20,400,0,0,18,0,1,0,northeast,whitenh,1,1,communications,legaleduc,0,1,1,11.930000305175781
1981,2.456167697906494,female,16,256,4,16,12,0,0,1,midwest,whitenh,0,1,medical,healthcare,0,1,1,15
2011,3.772066354751587,female,21,441,4,16,16,1,0,1,midwest,whitenh,0,0,finance,managerial,1,0,0,28.246000289916992
1999,2.63529896736145,female,8,64,13,169,12,0,0,1,northeast,blacknh,1,1,education,legaleduc,0,1,1,15.109000205993652
1999,2.920253038406372,female,16,256,0,0,14,0,0,0,south,whitenh,0,0,retail,sales,0,0,0,25.048999786376953
2007,3.4717626571655273,female,3,9,6,36,18,0,1,1,northeast,whitenh,0,0,finance,managerial,1,0,0,31.986000061035156
2009,3.193828582763672,female,10,100,3,9,16,1,0,0,northeast,blacknh,1,1,education,legaleduc,0,1,0,1.871000051498413
1990,2.0621793270111084,female,11,121,0,0,12,0,0,0,south,whitenh,0,0,durables,admin,0,0,0,12.621000289916992
2009,2.8250277042388916,female,4,16,6,36,18,0,1,1,midwest,whitenh,0,0,finance,tech,0,1,1,13.003000259399414
1990,2.856959104537964,female,16,256,0,0,12,0,0,1,midwest,whitenh,1,0,durables,production,0,0,0,16.523000717163086
1999,2.5550312995910645,female,6,36,4,16,14,0,0,1,west,hisp,0,0,medical,admin,0,0,0,25.863000869750977
1999,2.2177743911743164,female,16,256,7,49,12,0,0,0,midwest,whitenh,0,0,hospitality,managerial,1,0,0,51.542999267578125
1981,2.341613292694092,female,1,1,7,49,13,0,0,1,south,blacknh,0,0,finance,admin,0,0,0,1
2009,2.7305140495300293,female,21,441,1,1,13,0,0,0,midwest,whitenh,0,0,medical,healthcare,0,1,0,16.20800018310547
1999,2.4916653633117676,female,38,1444,0,0,13,0,0,1,south,whitenh,0,0,retail,admin,0,0,0,12.946000099182129
2011,3.2676661014556885,female,11,121,0,0,18,0,1,1,west,whitenh,0,1,hospitality,legaleduc,0,1,0,14.277999877929688
2007,2.1443088054656982,female,20,400,4,16,12,0,0,0,midwest,whitenh,0,0,finance,admin,0,0,0,24.36400032043457
2009,1.9370735883712769,female,9,81,9,81,12,0,0,0,south,whitenh,0,0,education,foodcare,0,0,0,31.003000259399414
1999,2.4623007774353027,female,10,100,5,25,6,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,37.167999267578125
2011,2.5665507316589355,female,14,196,1,1,12,0,0,0,south,whitenh,0,0,medical,healthsupport,0,0,0,5.198999881744385
1990,2.541456699371338,female,31,961,4,16,12,0,0,1,south,blacknh,0,1,education,admin,0,0,0,52.400001525878906
1999,1.9075829982757568,female,0,0,9,81,12,0,0,0,south,whitenh,1,1,education,legaleduc,0,1,1,27.139999389648438
2007,2.822971820831299,female,10,100,6,36,16,1,0,1,northeast,whitenh,1,1,admin,security,0,0,0,15.380999565124512
2007,2.815413236618042,female,3,9,4,16,17,1,0,1,midwest,whitenh,0,0,nondurables,managerial,1,0,0,30.98699951171875
2007,2.9949073791503906,female,16,256,10,100,14,0,0,0,northeast,whitenh,0,1,medical,healthcare,0,1,1,25.415000915527344
2009,2.279139280319214,female,6,36,5,25,14,0,0,0,south,blacknh,0,1,education,postsecondaryeduc,0,1,1,2.5380001068115234
1999,1.936468243598938,female,8,64,3,9,14,0,0,1,south,blacknh,0,0,finance,managerial,1,0,0,1.597000002861023
1990,2.567274332046509,female,9,81,0,0,13,0,0,1,northeast,whitenh,0,0,finance,managerial,1,0,0,18.56100082397461
2011,3.549617290496826,female,9,81,1,1,18,0,1,0,northeast,whitenh,0,0,durables,tech,0,1,1,23.093000411987305
1981,2.3890769481658936,female,5,25,2,4,14,0,0,0,south,whitenh,0,0,medical,healthcare,0,1,1,3
2007,2.2640321254730225,female,1,1,5,25,12,0,0,0,south,blacknh,0,0,enterntainment,legaleduc,0,1,1,3.177000045776367
2009,3.1457033157348633,female,8,64,4,16,12,0,0,1,midwest,whitenh,0,0,medical,admin,0,0,0,24.954999923706055
2011,2.8553199768066406,female,17,289,0,0,16,0,0,0,south,blacknh,0,0,medical,healthcare,0,1,1,3.0999999046325684
1999,2.682962656021118,female,7,49,3,9,16,1,0,1,northeast,whitenh,0,0,professional,business,1,0,0,26.976999282836914
2011,2.67549991607666,female,8,64,0,0,14,0,0,0,south,blacknh,0,0,finance,managerial,1,0,0,4.171000003814697
1990,2.520254373550415,female,11,121,0,0,9,0,0,1,south,blacknh,0,0,medical,production,0,0,0,2.940999984741211
1999,3.0209944248199463,female,5,25,5,25,18,0,1,1,south,whitenh,0,1,professional,tech,0,1,1,18.12700080871582
1999,2.7001442909240723,female,28,784,0,0,17,0,0,0,midwest,whitenh,0,1,education,managerial,1,0,0,27.891000747680664
2011,3.2929837703704834,female,19,361,1,1,12,0,0,1,south,blacknh,0,1,education,managerial,1,0,0,3.2829999923706055
2007,2.7666869163513184,female,15,225,0,0,12,0,0,0,south,blacknh,0,1,medical,security,0,0,0,0.6069999933242798
2011,3.707228660583496,female,5,25,6,36,18,0,1,1,west,whitenh,0,1,medical,lawyer,0,1,1,17.242000579833984
2007,2.7176547050476074,female,28,784,1,1,14,0,0,0,west,whitenh,1,1,admin,admin,0,0,0,16.594999313354492
1990,2.784090042114258,female,20,400,0,0,12,0,0,1,south,whitenh,0,0,nondurables,production,0,0,0,37.380001068115234
2009,3.151689052581787,female,15,225,2,4,16,1,0,1,south,blacknh,0,1,education,legaleduc,0,1,0,9.5600004196167
1999,3.0129623413085938,female,9,81,6,36,16,1,0,1,south,blacknh,0,0,professional,financial,1,0,0,2.311000108718872
2007,3.116013288497925,female,11,121,0,0,12,0,0,0,northeast,whitenh,1,0,hospitality,foodcare,0,0,0,38.558998107910156
2009,2.279139280319214,female,22,484,6,36,12,0,0,0,midwest,whitenh,0,0,retail,sales,0,0,0,27.398000717163086
2009,3.731396198272705,female,36,1296,0,0,16,1,0,1,northeast,whitenh,0,0,medical,healthcare,0,1,1,24.665000915527344
2007,2.186183214187622,female,9,81,2,4,15,0,0,0,south,whitenh,0,0,enterntainment,managerial,1,0,0,14.204999923706055
1999,2.6454741954803467,female,12,144,2,4,14,0,0,1,south,blacknh,0,0,finance,managerial,1,0,0,1.5169999599456787
1999,2.2810845375061035,female,19,361,0,0,12,0,0,1,midwest,whitenh,0,0,finance,building,0,0,0,72.34400177001953
1990,2.3424813747406006,female,2,4,17,289,12,0,0,1,south,blacknh,1,1,admin,admin,0,0,0,0.5400000214576721
2007,3.982588291168213,female,19,361,3,9,16,1,0,1,west,othernh,0,0,durables,managerial,1,0,0,29.673999786376953
2007,1.709486961364746,female,15,225,7,49,9,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,21.733999252319336
1990,1.9206976890563965,female,15,225,0,0,12,0,0,0,south,whitenh,0,0,education,admin,0,0,0,28.988000869750977
1981,2.6829121112823486,female,39,1521,0,0,17,1,0,0,west,whitenh,0,1,education,admin,0,0,0,32
1999,2.962045669555664,female,42,1764,1,1,15,0,0,0,midwest,whitenh,0,0,nondurables,sales,0,0,0,46.99599838256836
2011,3.203002452850342,female,15,225,3,9,13,0,0,0,south,whitenh,0,1,education,admin,0,0,0,35.2760009765625
2011,2.6467630863189697,female,34,1156,1,1,15,0,0,1,south,blacknh,0,0,retail,sales,0,0,0,69.819000244140625
1990,2.9431028366088867,female,11,121,0,0,13,0,0,0,south,whitenh,1,0,durables,financial,1,0,0,17.447999954223633
2011,2.500410795211792,female,24,576,3,9,14,0,0,1,west,whitenh,0,0,medical,admin,0,0,0,26.527000427246094
2011,3.383497714996338,female,33,1089,0,0,12,0,0,1,west,whitenh,0,0,transport,sales,0,0,0,3.681999921798706
2011,2.8381826877593994,female,31,961,3,9,17,0,0,1,west,whitenh,0,0,nondurables,admin,0,0,0,65.48200225830078
1999,3.443981885910034,female,14,196,5,25,18,0,1,1,midwest,whitenh,0,0,nondurables,sales,0,0,0,27.516000747680664
2007,3.944091558456421,female,6,36,5,25,17,1,0,0,south,whitenh,0,0,medical,healthsupport,0,0,0,3.99399995803833
1981,2.5782833099365234,female,12,144,0,0,12,0,0,0,northeast,whitenh,0,0,durables,admin,0,0,0,16
2007,2.8194375038146973,female,17,289,3,9,12,0,0,0,south,whitenh,0,1,admin,admin,0,0,0,23.14299964904785
2011,3.433285713195801,female,13,169,12,144,13,0,0,1,west,hisp,0,0,professional,sales,0,0,0,5.631999969482422
2007,2.4780383110046387,female,7,49,1,1,12,0,0,1,midwest,whitenh,1,0,enterntainment,artist,0,1,1,58.1619987487793
2009,2.8822522163391113,female,31,961,4,16,14,0,0,1,midwest,blacknh,0,1,medical,socialworker,0,1,1,9.633999824523926
2011,3.612257719039917,female,7,49,2,4,12,0,0,0,south,blacknh,0,0,medical,admin,0,0,0,0.8399999737739563
2009,3.7248568534851074,female,17,289,0,0,16,1,0,0,south,blacknh,0,0,professional,admin,0,0,0,1.2960000038146973
1999,2.4533467292785645,female,3,9,3,9,13,0,0,0,south,whitenh,0,0,professional,managerial,1,0,0,2.0840001106262207
1990,2.3695411682128906,female,7,49,0,0,14,0,0,1,midwest,blacknh,0,1,admin,admin,0,0,0,1.253999948501587
2007,2.2755699157714844,female,17,289,0,0,14,0,0,1,midwest,whitenh,0,1,education,legaleduc,0,1,1,15.699999809265137
1990,3.124321937561035,female,13,169,5,25,16,1,0,0,south,blacknh,1,1,admin,sales,0,0,0,0.9210000038146973
1990,2.2130022048950195,female,6,36,0,0,12,0,0,0,midwest,whitenh,0,0,nondurables,admin,0,0,0,18.266000747680664
2011,3.1174418926239014,female,19,361,0,0,12,0,0,1,northeast,blacknh,0,0,medical,admin,0,0,0,10.798999786376953
1999,3.5704751014709473,female,23,529,2,4,14,0,0,1,west,blacknh,1,1,medical,healthsupport,0,0,0,26.54800033569336
2007,2.5069992542266846,female,29,841,0,0,14,0,0,0,south,blacknh,0,1,education,transport,0,0,0,23.589000701904297
2009,4.284472942352295,female,21,441,8,64,18,0,1,0,south,whitenh,0,0,finance,healthcare,0,1,1,29.37700080871582
2007,2.8707308769226074,female,18,324,2,4,14,0,0,1,west,blacknh,0,0,transport,transport,0,0,0,14.48799991607666
